gene_id gene_name gene_type	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.tsv_TPM	d820ac02-a30e-437b-b20a-3e92705b7b81.tsv_TPM
ENSG00000204525.17 HLA-C protein_coding	477.4275	514.9152
ENSG00000204531.20 POU5F1 protein_coding	0.4349	1.2625
ENSG00000204536.14 CCHCR1 protein_coding	5.9618	9.6382
ENSG00000204538.4 PSORS1C2 protein_coding	0.0997	0.5173
ENSG00000204539.4 CDSN protein_coding	0.0000	0.0195
ENSG00000204540.11 PSORS1C1 protein_coding	0.3518	1.6140
ENSG00000204542.3 C6orf15 protein_coding	0.2994	7.1217
ENSG00000204544.5 MUC21 protein_coding	0.0000	0.0000
ENSG00000204548.4 DEFB121 protein_coding	0.0000	0.0000
ENSG00000204560.10 DHX16 protein_coding	19.2247	29.8594
ENSG00000204564.12 C6orf136 protein_coding	8.9889	9.8943
ENSG00000204568.12 MRPS18B protein_coding	103.1859	60.5162
ENSG00000204569.10 PPP1R10 protein_coding	22.2667	45.3394
ENSG00000204571.6 KRTAP5-11 protein_coding	0.0000	0.0328
ENSG00000204572.10 KRTAP5-10 protein_coding	0.0738	0.0851
ENSG00000204574.14 ABCF1 protein_coding	35.5700	61.2927
ENSG00000204576.12 PRR3 protein_coding	6.7904	4.7110
ENSG00000204577.11 LILRB3 protein_coding	1.1582	0.6143
ENSG00000204580.13 DDR1 protein_coding	20.3918	60.5450
ENSG00000204583.10 LRCOL1 protein_coding	0.0699	0.1075
ENSG00000204590.12 GNL1 protein_coding	16.1997	13.2039
ENSG00000204592.9 HLA-E protein_coding	853.8620	343.1372
ENSG00000204595.1 DPRX protein_coding	0.0668	0.0000
ENSG00000204599.14 TRIM39 protein_coding	6.2457	5.1832
ENSG00000204604.12 ZNF468 protein_coding	4.6802	10.8789
ENSG00000204610.13 TRIM15 protein_coding	0.0000	0.2979
ENSG00000204611.7 ZNF616 protein_coding	8.0595	8.4701
ENSG00000204612.1 FOXB2 protein_coding	0.0000	0.0000
ENSG00000204613.11 TRIM10 protein_coding	0.0000	0.0522
ENSG00000204614.9 TRIM40 protein_coding	0.0000	0.0000
ENSG00000204616.11 TRIM31 protein_coding	0.1721	0.1418
ENSG00000204618.8 RNF39 protein_coding	3.0598	2.5558
ENSG00000204619.8 PPP1R11 protein_coding	45.2473	63.0884
ENSG00000204632.11 HLA-G protein_coding	2.2334	6.0282
ENSG00000204634.13 TBC1D8 protein_coding	9.9660	18.5601
ENSG00000204640.1 NMS protein_coding	0.0000	0.0000
ENSG00000204642.14 HLA-F protein_coding	15.8536	21.9008
ENSG00000204644.10 ZFP57 protein_coding	0.0623	50.0629
ENSG00000204653.10 ASPDH protein_coding	0.1544	0.3562
ENSG00000204655.12 MOG protein_coding	0.0000	0.7072
ENSG00000204657.4 OR2H2 protein_coding	0.0132	0.1980
ENSG00000204659.5 CBY3 protein_coding	0.0498	0.1150
ENSG00000204661.9 C5orf60 lncRNA	0.0000	0.0152
ENSG00000204669.11 C9orf57 protein_coding	0.0000	0.0000
ENSG00000204671.2 IL31 protein_coding	0.0000	0.0000
ENSG00000204673.11 AKT1S1 protein_coding	18.3500	61.1320
ENSG00000204681.11 GABBR1 protein_coding	6.9850	6.2340
ENSG00000204687.4 MAS1L protein_coding	0.9959	0.0000
ENSG00000204688.9 OR2H1 protein_coding	0.0000	0.0000
ENSG00000204694.11 OR11A1 protein_coding	0.0000	0.0000
ENSG00000204695.4 OR14J1 protein_coding	0.0000	0.0000
ENSG00000204700.5 OR2J2 protein_coding	0.0000	0.0000
ENSG00000204701.2 OR2J3 protein_coding	0.0000	0.0000
ENSG00000204703.5 OR2B3 protein_coding	0.0000	0.0000
ENSG00000204704.2 OR2W1 protein_coding	0.0000	0.0000
ENSG00000204710.2 SPDYC protein_coding	0.2620	0.0503
ENSG00000204711.9 C9orf135 protein_coding	0.1038	0.0798
ENSG00000204713.11 TRIM27 protein_coding	11.9701	18.4272
ENSG00000204740.11 MALRD1 protein_coding	0.5247	0.0257
ENSG00000204764.14 RANBP17 protein_coding	0.4499	4.6460
ENSG00000204779.2 FOXD4L5 protein_coding	0.0418	0.0000
ENSG00000204815.10 TTC25 protein_coding	0.9373	1.6582
ENSG00000204822.7 MRPL53 protein_coding	0.0000	0.0000
ENSG00000204839.9 MROH6 protein_coding	1.2557	17.9334
ENSG00000204842.18 ATXN2 protein_coding	6.2785	5.4119
ENSG00000204843.12 DCTN1 protein_coding	31.8539	36.2063
ENSG00000204849.10 SPATA31A1 protein_coding	0.0000	0.0000
ENSG00000204852.16 TCTN1 protein_coding	7.3159	2.7013
ENSG00000204856.12 FAM216A protein_coding	2.8985	1.8835
ENSG00000204859.13 ZBTB48 protein_coding	4.8738	8.5851
ENSG00000204866.8 IGFL2 protein_coding	0.0535	1.5014
ENSG00000204869.8 IGFL4 protein_coding	0.0697	0.1875
ENSG00000204872.4 NAT8B polymorphic_pseudogene	0.0566	0.1957
ENSG00000204873.5 KRTAP9-3 protein_coding	0.0000	0.0000
ENSG00000204880.8 KRTAP4-8 protein_coding	0.0000	0.0000
ENSG00000204882.4 GPR20 protein_coding	0.3320	0.0319
ENSG00000204887.4 KRTAP1-4 protein_coding	0.0000	0.0000
ENSG00000204889.10 KRT40 protein_coding	0.1945	0.1570
ENSG00000204897.7 KRT25 protein_coding	0.0259	0.0299
ENSG00000204899.6 MZT1 protein_coding	14.9919	22.0291
ENSG00000204909.8 SPINK9 protein_coding	0.1025	0.0000
ENSG00000204913.6 LRRC3C protein_coding	0.0000	0.6819
ENSG00000204918.3 PRR20B protein_coding	0.0000	0.0000
ENSG00000204919.1 PRR20A protein_coding	0.0000	0.0000
ENSG00000204920.11 ZNF155 protein_coding	2.0664	3.5670
ENSG00000204922.5 UQCC3 protein_coding	3.0326	17.2146
ENSG00000204923.4 FBXO48 protein_coding	2.5738	2.0399
ENSG00000204928.2 GRXCR2 protein_coding	0.0197	0.0228
ENSG00000204930.10 FAM221B protein_coding	0.0439	0.0380
ENSG00000204936.10 CD177 protein_coding	1.0669	0.0202
ENSG00000204941.14 PSG5 protein_coding	0.1110	0.0000
ENSG00000204946.10 ZNF783 protein_coding	3.2309	12.6390
ENSG00000204947.9 ZNF425 protein_coding	2.4675	4.5335
ENSG00000204950.4 LRRC10B protein_coding	0.8196	0.5935
ENSG00000204952.3 FBXO47 protein_coding	0.0188	0.0000
ENSG00000204954.10 C12orf73 protein_coding	3.4830	4.9614
ENSG00000204956.5 PCDHGA1 protein_coding	0.2145	0.4389
ENSG00000204961.7 PCDHA9 protein_coding	0.0044	0.0306
ENSG00000204962.6 PCDHA8 protein_coding	0.0158	0.0000
ENSG00000204963.6 PCDHA7 protein_coding	0.1046	0.0948
ENSG00000204965.9 PCDHA5 protein_coding	0.0486	0.0841
ENSG00000204967.12 PCDHA4 protein_coding	0.0612	0.0594
ENSG00000204969.7 PCDHA2 protein_coding	0.1143	0.1318
ENSG00000204970.10 PCDHA1 protein_coding	0.0000	0.0000
ENSG00000204977.10 TRIM13 protein_coding	9.0322	5.7685
ENSG00000204978.3 ERICH4 protein_coding	1.3236	0.4737
ENSG00000204979.8 MS4A13 protein_coding	0.0000	0.0000
ENSG00000204983.14 PRSS1 protein_coding	0.0000	0.2394
ENSG00000204991.11 SPIRE2 protein_coding	0.6762	3.0627
ENSG00000205002.4 AARD protein_coding	2.1059	70.3807
ENSG00000205022.9 PABPN1L protein_coding	0.0000	0.0380
ENSG00000205029.1 OR5D16 protein_coding	0.0000	0.0000
ENSG00000205030.1 OR5L2 protein_coding	0.0000	0.0000
ENSG00000205038.12 PKHD1L1 protein_coding	0.6694	0.0290
ENSG00000205045.11 SLFN12L protein_coding	0.3854	0.0915
ENSG00000205060.11 SLC35B4 protein_coding	10.2105	7.6328
ENSG00000205076.4 LGALS7 protein_coding	0.0000	0.0000
ENSG00000205078.6 SYCE1L protein_coding	1.0528	2.1447
ENSG00000205084.11 TMEM231 protein_coding	3.7500	3.8752
ENSG00000205085.12 FAM71F2 protein_coding	1.2668	0.5181
ENSG00000205086.8 C2orf91 lncRNA	0.0199	2.9209
ENSG00000205089.8 CCNI2 protein_coding	0.1632	0.6902
ENSG00000205090.9 TMEM240 protein_coding	0.8400	0.6706
ENSG00000205097.7 FRG2 protein_coding	0.0000	0.0000
ENSG00000205108.6 FAM205A protein_coding	0.0306	0.0000
ENSG00000205111.8 CDKL4 protein_coding	0.1460	0.1203
ENSG00000205116.3 TMEM88B protein_coding	0.0000	0.2028
ENSG00000205126.2 ACCSL protein_coding	0.0464	0.0000
ENSG00000205129.8 C4orf47 protein_coding	0.6018	6.7939
ENSG00000205133.12 TRIQK protein_coding	12.7213	7.2827
ENSG00000205138.4 SDHAF1 protein_coding	14.3461	58.1447
ENSG00000205143.3 ARID3C protein_coding	0.1245	0.6102
ENSG00000205155.8 PSENEN protein_coding	16.1105	108.9327
ENSG00000205174.4 C7orf66 lncRNA	0.0000	0.0000
ENSG00000205177.6 C11orf91 protein_coding	0.1457	0.1120
ENSG00000205186.4 FABP9 protein_coding	0.9615	0.0000
ENSG00000205189.12 ZBTB10 protein_coding	9.6483	24.8549
ENSG00000205208.5 C4orf46 protein_coding	5.3043	16.7280
ENSG00000205209.7 SCGB2B2 protein_coding	0.5210	0.4172
ENSG00000205212.5 CCDC144NL transcribed_unprocessed_pseudogene	0.0000	0.0000
ENSG00000205213.14 LGR4 protein_coding	29.9854	4.9699
ENSG00000205220.12 PSMB10 protein_coding	9.1275	12.2744
ENSG00000205221.12 VIT protein_coding	25.1567	3.4160
ENSG00000205238.9 SPDYE2 protein_coding	0.1879	0.3612
ENSG00000205250.9 E2F4 protein_coding	25.4970	50.1867
ENSG00000205268.11 PDE7A protein_coding	4.0653	30.4757
ENSG00000205269.6 TMEM170B protein_coding	21.8463	1.0326
ENSG00000205277.9 MUC12 protein_coding	0.0126	0.0495
ENSG00000205279.8 CTXN3 protein_coding	0.0000	0.0237
ENSG00000205301.12 MGAT4D protein_coding	0.0000	0.0000
ENSG00000205302.7 SNX2 protein_coding	30.6796	14.9698
ENSG00000205307.12 SAP25 protein_coding	0.0000	0.0000
ENSG00000205309.14 NT5M protein_coding	3.3318	9.0834
ENSG00000205323.9 SARNP protein_coding	0.0257	0.0148
ENSG00000205327.3 OR6C68 protein_coding	0.0000	0.0000
ENSG00000205328.2 OR6C65 protein_coding	0.0000	0.0000
ENSG00000205329.2 OR6C3 protein_coding	0.0000	0.0000
ENSG00000205330.4 OR6C1 protein_coding	0.0000	0.0000
ENSG00000205336.14 ADGRG1 protein_coding	18.3189	75.2666
ENSG00000205339.10 IPO7 protein_coding	68.0397	60.9033
ENSG00000205352.11 PRR13 protein_coding	25.1739	35.6370
ENSG00000205356.10 TECPR1 protein_coding	5.7536	10.7600
ENSG00000205358.4 MT1H protein_coding	0.0598	0.0000
ENSG00000205359.10 SLCO6A1 protein_coding	0.0292	0.0000
ENSG00000205362.11 MT1A protein_coding	10.0524	14.3638
ENSG00000205364.4 MT1M protein_coding	22.4390	17.7709
ENSG00000205403.13 CFI protein_coding	2.0858	3.0398
ENSG00000205409.3 OR52E6 protein_coding	0.0000	0.0000
ENSG00000205413.8 SAMD9 protein_coding	7.4167	12.7886
ENSG00000205420.11 KRT6A protein_coding	0.7098	99.5690
ENSG00000205423.11 CNEP1R1 protein_coding	8.6890	5.6846
ENSG00000205426.10 KRT81 protein_coding	1.4580	968.7043
ENSG00000205436.7 EXOC3L4 protein_coding	0.1989	0.3011
ENSG00000205439.10 KRTAP12-3 protein_coding	0.0000	0.0000
ENSG00000205442.13 IZUMO3 protein_coding	0.0000	0.0000
ENSG00000205445.3 KRTAP10-2 protein_coding	0.0000	0.0434
ENSG00000205456.11 TP53TG3D protein_coding	0.1481	0.1195
ENSG00000205457.11 TP53TG3C protein_coding	0.0000	0.0000
ENSG00000205464.12 ATP6AP1L protein_coding	2.0470	0.9042
ENSG00000205476.9 CCDC85C protein_coding	0.8767	4.3920
ENSG00000205495.1 OR52J3 protein_coding	0.0000	0.0000
ENSG00000205496.1 OR51A2 protein_coding	0.0000	0.0000
ENSG00000205497.4 OR51A4 protein_coding	0.0000	0.0000
ENSG00000205502.4 C2CD4B protein_coding	1.4505	0.4734
ENSG00000205517.13 RGL3 protein_coding	1.9623	1.3554
ENSG00000205531.13 NAP1L4 protein_coding	46.2647	56.1994
ENSG00000205542.11 TMSB4X protein_coding	1752.6158	2432.9182
ENSG00000205544.4 TMEM256 protein_coding	29.1272	52.9624
ENSG00000205549.10 C9orf92 lncRNA	0.2760	0.0000
ENSG00000205560.13 CPT1B protein_coding	0.1688	0.2919
ENSG00000205571.14 SMN2 protein_coding	2.3918	0.3176
ENSG00000205581.11 HMGN1 protein_coding	30.0876	99.6423
ENSG00000205593.12 DENND6B protein_coding	1.8448	3.4750
ENSG00000205609.13 EIF3CL protein_coding	0.4394	0.3922
ENSG00000205629.12 LCMT1 protein_coding	19.8898	22.3993
ENSG00000205639.12 MFSD2B protein_coding	0.0765	0.4414
ENSG00000205642.10 VCX3B protein_coding	0.0368	0.0000
ENSG00000205643.11 CDPF1 protein_coding	9.1455	8.6867
ENSG00000205649.9 HTN3 protein_coding	0.0000	0.2942
ENSG00000205659.11 LIN52 protein_coding	12.4463	6.0410
ENSG00000205667.3 ARSH protein_coding	0.0872	1.4474
ENSG00000205669.4 ACOT6 protein_coding	0.0509	0.0000
ENSG00000205678.8 TECRL protein_coding	0.0000	0.0000
ENSG00000205683.11 DPF3 protein_coding	0.5402	0.0724
ENSG00000205693.4 MANSC4 protein_coding	0.1038	0.1497
ENSG00000205710.4 C17orf107 protein_coding	0.2665	0.2195
ENSG00000205718.9 MBD3L4 protein_coding	0.0000	0.0000
ENSG00000205726.15 ITSN1 protein_coding	33.1940	4.7720
ENSG00000205730.6 ITPRIPL2 protein_coding	23.8678	14.2443
ENSG00000205744.10 DENND1C protein_coding	1.2943	5.6370
ENSG00000205754.12 SLCO1B7 transcribed_unprocessed_pseudogene	0.0000	0.0000
ENSG00000205755.12 CRLF2 protein_coding	0.1746	0.0000
ENSG00000205755.12_PAR_Y CRLF2 protein_coding	0.0000	0.0000
ENSG00000205758.12 CRYZL1 protein_coding	11.2638	6.6156
ENSG00000205765.9 C5orf51 protein_coding	19.0549	26.5804
ENSG00000205777.18 GAGE1 protein_coding	0.0000	0.0000
ENSG00000205784.4 ARRDC5 protein_coding	0.0779	0.8381
ENSG00000205790.1 DPP9-AS1 lncRNA	0.0423	0.1137
ENSG00000205795.4 CYS1 protein_coding	11.0187	6.2391
ENSG00000205809.9 KLRC2 protein_coding	0.0289	0.0000
ENSG00000205810.9 KLRC3 protein_coding	0.0000	0.0000
ENSG00000205832.7 C16orf96 protein_coding	0.0566	0.0392
ENSG00000205835.9 GMNC protein_coding	0.0546	0.0126
ENSG00000205838.14 TTC23L protein_coding	0.2177	0.2625
ENSG00000205846.4 CLEC6A protein_coding	0.0263	0.0909
ENSG00000205856.4 C22orf42 protein_coding	0.0211	0.0243
ENSG00000205857.2 NANOGNB protein_coding	0.0000	0.1002
ENSG00000205858.10 LRRC72 protein_coding	0.0000	0.0000
ENSG00000205863.11 C1QTNF9B protein_coding	0.0547	0.0000
ENSG00000205864.1 KRTAP5-6 protein_coding	0.0000	0.0889
ENSG00000205867.3 KRTAP5-2 protein_coding	0.0000	0.0000
ENSG00000205869.2 KRTAP5-1 protein_coding	0.0000	1.6420
ENSG00000205882.8 DEFB134 protein_coding	0.0000	0.0000
ENSG00000205883.2 DEFB135 protein_coding	0.0000	0.0000
ENSG00000205884.2 DEFB136 protein_coding	0.0000	0.0000
ENSG00000205899.4 BHLHA9 protein_coding	0.0631	0.0000
ENSG00000205903.7 ZNF316 protein_coding	5.8844	18.1296
ENSG00000205916.11 DAZ4 protein_coding	0.0000	0.0000
ENSG00000205922.5 ONECUT3 protein_coding	0.0060	0.0208
ENSG00000205923.3 CEMP1 protein_coding	0.0000	0.0000
ENSG00000205927.5 OLIG2 protein_coding	0.0000	0.7036
ENSG00000205929.11 C21orf62 protein_coding	0.3780	0.0484
ENSG00000205937.12 RNPS1 protein_coding	19.8340	47.4084
ENSG00000205944.11 DAZ2 protein_coding	0.0104	0.0000
ENSG00000205978.6 NYNRIN protein_coding	17.6031	41.3396
ENSG00000205981.8 DNAJC19 protein_coding	17.3028	15.5697
ENSG00000206013.2 IFITM5 protein_coding	0.0000	0.0000
ENSG00000206026.7 SMIM21 protein_coding	0.0216	0.0000
ENSG00000206043.7 C18orf63 protein_coding	0.0339	0.0000
ENSG00000206047.2 DEFA1 protein_coding	0.0000	0.0000
ENSG00000206052.11 DOK6 protein_coding	1.0281	1.2534
ENSG00000206069.6 TMEM211 protein_coding	0.0771	1.5551
ENSG00000206072.13 SERPINB11 protein_coding	0.0000	0.0000
ENSG00000206073.11 SERPINB4 protein_coding	0.0000	0.0000
ENSG00000206075.14 SERPINB5 protein_coding	11.7019	49.3887
ENSG00000206077.13 ZDHHC11B protein_coding	1.3839	0.9841
ENSG00000206102.2 KRTAP19-8 protein_coding	0.0000	0.0000
ENSG00000206104.2 KRTAP20-3 protein_coding	0.0000	0.0000
ENSG00000206106.2 KRTAP22-2 protein_coding	0.0000	0.0000
ENSG00000206107.2 KRTAP27-1 protein_coding	0.0000	0.0000
ENSG00000206113.11 CFAP99 protein_coding	0.0166	0.0672
ENSG00000206127.11 GOLGA8O protein_coding	0.1534	0.0000
ENSG00000206140.11 TMEM191C protein_coding	0.0000	0.1277
ENSG00000206150.4 RNASE13 protein_coding	0.0265	0.0306
ENSG00000206172.8 HBA1 protein_coding	0.7255	0.1195
ENSG00000206177.7 HBM protein_coding	0.0000	0.0000
ENSG00000206190.12 ATP10A protein_coding	2.4023	3.3687
ENSG00000206199.11 ANKUB1 protein_coding	0.0000	0.0305
ENSG00000206203.5 TSSK2 protein_coding	0.0000	0.0000
ENSG00000206260.4 PRR23A protein_coding	0.0188	0.0000
ENSG00000206262.9 FOXL2NB protein_coding	0.0169	0.0292
ENSG00000206384.10 COL6A6 protein_coding	23.7179	0.0411
ENSG00000206418.4 RAB12 protein_coding	42.2031	37.5021
ENSG00000206422.2 LRRC30 protein_coding	0.0000	0.0000
ENSG00000206432.4 TMEM200C protein_coding	0.2644	5.7644
ENSG00000206474.8 OR10C1 protein_coding	0.0000	0.0000
ENSG00000206503.13 HLA-A protein_coding	389.4062	626.1406
ENSG00000206527.10 HACD2 protein_coding	140.1791	95.6320
ENSG00000206530.11 CFAP44 protein_coding	1.1707	3.1185
ENSG00000206531.10 CD200R1L protein_coding	0.0000	0.0000
ENSG00000206535.8 LNP1 protein_coding	5.0971	3.8140
ENSG00000206536.1 OR5K3 protein_coding	0.0000	0.0000
ENSG00000206538.9 VGLL3 protein_coding	17.1412	5.4987
ENSG00000206557.6 TRIM71 protein_coding	0.0050	0.0287
ENSG00000206559.8 ZCWPW2 protein_coding	0.9164	0.2201
ENSG00000206560.11 ANKRD28 protein_coding	11.6922	9.6861
ENSG00000206561.13 COLQ protein_coding	0.5596	0.3466
ENSG00000206562.12 METTL6 protein_coding	4.8263	4.1633
ENSG00000206579.9 XKR4 protein_coding	0.0898	0.0000
ENSG00000211445.12 GPX3 protein_coding	1208.8946	6.9115
ENSG00000211448.13 DIO2 protein_coding	1.6914	1.0258
ENSG00000211452.11 DIO1 protein_coding	0.2275	0.2186
ENSG00000211455.8 STK38L protein_coding	17.8738	44.0065
ENSG00000211456.13 SACM1L protein_coding	23.8785	10.4660
ENSG00000211460.12 TSN protein_coding	51.5292	66.4250
ENSG00000211584.14 SLC48A1 protein_coding	28.9900	17.5324
ENSG00000211685.3 IGLC7 IG_C_gene	12.1664	0.2263
ENSG00000211899.10 IGHM IG_C_gene	134.6639	34.3214
ENSG00000212122.4 TSSK1B protein_coding	0.0000	0.0000
ENSG00000212123.4 PRR22 protein_coding	0.3874	1.4519
ENSG00000212124.2 TAS2R19 protein_coding	0.2159	0.3486
ENSG00000212126.3 TAS2R50 protein_coding	0.1731	0.0499
ENSG00000212127.6 TAS2R14 protein_coding	0.7740	0.5313
ENSG00000212128.2 TAS2R13 protein_coding	0.0000	0.0000
ENSG00000212657.1 KRTAP16-1 protein_coding	0.0000	0.0000
ENSG00000212658.1 KRTAP29-1 protein_coding	0.0843	0.0486
ENSG00000212659.1 KRTAP9-6 protein_coding	0.0000	0.0000
ENSG00000212710.5 CTAGE1 protein_coding	0.0200	0.0000
ENSG00000212721.4 KRTAP4-11 protein_coding	0.0000	0.0000
ENSG00000212722.7 KRTAP4-9 protein_coding	0.0000	0.0000
ENSG00000212724.3 KRTAP2-3 protein_coding	0.0000	3.8206
ENSG00000212725.3 KRTAP2-1 protein_coding	0.0000	0.0000
ENSG00000212807.2 OR2A42 protein_coding	0.1312	0.0605
ENSG00000212864.3 RNF208 protein_coding	8.0894	6.5515
ENSG00000212899.3 KRTAP3-3 protein_coding	0.0000	0.0000
ENSG00000212900.3 KRTAP3-2 protein_coding	0.0000	0.0000
ENSG00000212901.4 KRTAP3-1 protein_coding	0.0586	4.5912
ENSG00000212916.4 MAP10 protein_coding	2.0798	4.1296
ENSG00000212933.1 KRTAP12-4 protein_coding	0.0000	0.0000
ENSG00000212935.2 KRTAP10-3 protein_coding	0.0000	0.0496
ENSG00000212938.3 KRTAP6-3 protein_coding	0.0000	0.0000
ENSG00000212993.5 POU5F1B protein_coding	0.0784	0.1407
ENSG00000213015.9 ZNF580 protein_coding	12.8943	17.0342
ENSG00000213020.10 ZNF611 protein_coding	3.2264	5.5633
ENSG00000213022.6 KLK9 protein_coding	0.0000	0.0000
ENSG00000213023.11 SYT3 protein_coding	0.0338	2.2585
ENSG00000213024.12 NUP62 protein_coding	12.6789	72.0996
ENSG00000213030.5 CGB8 protein_coding	0.0000	0.1131
ENSG00000213047.13 DENND1B protein_coding	3.0937	5.3588
ENSG00000213064.10 SFT2D2 protein_coding	15.9506	35.5366
ENSG00000213079.10 SCAF8 protein_coding	18.5735	14.1560
ENSG00000213085.10 CFAP45 protein_coding	0.3953	1.8993
ENSG00000213088.12 ACKR1 protein_coding	141.8266	0.0474
ENSG00000213096.11 ZNF254 protein_coding	3.5996	2.7017
ENSG00000213123.11 TCTEX1D2 protein_coding	0.9029	3.5239
ENSG00000213139.8 CRYGS protein_coding	2.6835	1.1274
ENSG00000213145.10 CRIP1 protein_coding	0.5050	0.4016
ENSG00000213160.10 KLHL23 protein_coding	5.2271	8.3083
ENSG00000213171.3 LINGO4 protein_coding	0.1309	0.1132
ENSG00000213185.7 FAM24B protein_coding	1.3234	5.8077
ENSG00000213186.8 TRIM59 protein_coding	0.4813	6.5192
ENSG00000213190.4 MLLT11 protein_coding	1.1327	11.3335
ENSG00000213199.8 ASIC3 protein_coding	0.6456	2.4875
ENSG00000213203.3 GIMAP1 protein_coding	11.0676	0.6137
ENSG00000213213.14 CCDC183 protein_coding	0.2617	0.4694
ENSG00000213214.5 ARHGEF35 protein_coding	1.1775	0.0191
ENSG00000213215.5 OR2F1 protein_coding	0.0254	0.0000
ENSG00000213218.11 CSH2 protein_coding	0.0000	0.0000
ENSG00000213221.5 DNLZ protein_coding	0.0558	0.1288
ENSG00000213231.13 TCL1B protein_coding	0.0000	0.0000
ENSG00000213246.7 SUPT4H1 protein_coding	0.0000	0.0000
ENSG00000213265.9 TSGA13 protein_coding	0.0000	0.0000
ENSG00000213281.5 NRAS protein_coding	25.3954	59.1916
ENSG00000213316.10 LTC4S protein_coding	5.2997	0.7953
ENSG00000213337.9 ANKRD39 protein_coding	1.1630	2.0544
ENSG00000213339.9 QTRT1 protein_coding	11.0885	13.1212
ENSG00000213341.11 CHUK protein_coding	10.8502	8.1460
ENSG00000213347.10 MXD3 protein_coding	0.6045	3.7465
ENSG00000213366.13 GSTM2 protein_coding	4.2149	0.1587
ENSG00000213380.16 COG8 protein_coding	2.3203	1.9257
ENSG00000213390.11 ARHGAP19 protein_coding	6.1813	7.8237
ENSG00000213397.10 HAUS7 protein_coding	0.1636	0.2138
ENSG00000213398.8 LCAT protein_coding	7.4340	3.8586
ENSG00000213401.10 MAGEA12 protein_coding	0.0440	0.0000
ENSG00000213402.3 PTPRCAP protein_coding	0.0000	0.0000
ENSG00000213413.2 PVRIG protein_coding	0.0654	0.0754
ENSG00000213416.4 KRTAP4-12 protein_coding	0.0000	0.0000
ENSG00000213417.3 KRTAP2-4 protein_coding	0.0000	0.0000
ENSG00000213420.8 GPC2 protein_coding	0.1240	5.0715
ENSG00000213424.9 KRT222 protein_coding	0.2594	0.0000
ENSG00000213445.10 SIPA1 protein_coding	10.9940	26.8032
ENSG00000213462.5 ERV3-1 protein_coding	8.9861	5.8064
ENSG00000213463.5 SYNJ2BP protein_coding	23.4587	7.9400
ENSG00000213465.8 ARL2 protein_coding	37.7463	17.6606
ENSG00000213512.3 GBP7 protein_coding	0.1067	0.0615
ENSG00000213516.10 RBMXL1 protein_coding	13.8985	10.7696
ENSG00000213523.10 SRA1 protein_coding	13.0088	17.0285
ENSG00000213551.7 DNAJC9 protein_coding	3.2674	8.4038
ENSG00000213563.7 C8orf82 protein_coding	9.0114	17.2082
ENSG00000213578.6 CPLX3 protein_coding	0.0000	0.0000
ENSG00000213585.11 VDAC1 protein_coding	100.4173	216.2241
ENSG00000213588.6 ZBTB9 protein_coding	5.8219	11.1892
ENSG00000213593.10 TMX2 protein_coding	70.5788	84.7534
ENSG00000213614.10 HEXA protein_coding	4.4959	4.6363
ENSG00000213619.11 NDUFS3 protein_coding	29.6653	26.6692
ENSG00000213625.9 LEPROT protein_coding	97.8575	55.8310
ENSG00000213626.13 LBH protein_coding	21.4818	77.6284
ENSG00000213638.6 ADAT3 protein_coding	0.2538	2.2066
ENSG00000213639.10 PPP1CB protein_coding	108.0151	202.0502
ENSG00000213648.11 SULT1A4 protein_coding	0.0000	0.0000
ENSG00000213654.10 GPSM3 protein_coding	16.2643	10.3710
ENSG00000213658.12 LAT protein_coding	0.0781	0.0338
ENSG00000213672.8 NCKIPSD protein_coding	22.2210	48.2666
ENSG00000213676.13 ATF6B protein_coding	32.1091	48.3280
ENSG00000213689.14 TREX1 protein_coding	0.0000	0.0000
ENSG00000213694.6 S1PR3 protein_coding	2.3147	9.6572
ENSG00000213699.9 SLC35F6 protein_coding	35.6732	91.2745
